customer_id,country,industry,subscription_type,customer_segment,behavioral_segment,profitability_tier,churn_risk_level,customer_value_tier,signup_cohort
CUST_000174,France,Media,Basic,Champions,VIP Elite,High Profit,Low,Gold,2021-10
CUST_000175,UK,Healthcare,Professional,At Risk,Growth Potential,High Profit,High,Gold,2021-10
CUST_000176,Germany,Finance,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2021-10
CUST_000177,France,Real Estate,Basic,Lost,Growth Potential,Medium Profit,High,Silver,2021-10
CUST_000178,USA,Education,Professional,At Risk,Growth Potential,High Profit,High,Platinum,2021-10
CUST_000179,USA,Education,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2021-10
CUST_000180,India,Education,Professional,At Risk,Growth Potential,Medium Profit,High,Gold,2021-10
CUST_000181,UK,Education,Professional,At Risk,Growth Potential,Medium Profit,High,Gold,2021-10
CUST_000182,Germany,Finance,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2021-10
CUST_000183,India,Energy,Basic,Hibernating,Growth Potential,Low Profit,High,Bronze,2021-10
CUST_000184,India,Education,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2021-10
CUST_000185,USA,Healthcare,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2021-11
CUST_000186,USA,Retail,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2021-11
CUST_000187,USA,Technology,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2021-11
CUST_000188,USA,Media,Basic,Champions,VIP Elite,High Profit,Low,Gold,2021-11
CUST_000189,Japan,Media,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2021-11
CUST_000190,Australia,Finance,Basic,Lost,Growth Potential,Medium Profit,High,Silver,2021-11
CUST_000191,USA,Consulting,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2021-11
CUST_000192,France,Retail,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2021-11
CUST_000193,Canada,Real Estate,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2021-11
CUST_000194,USA,Real Estate,Basic,Champions,VIP Elite,High Profit,Low,Gold,2021-11
CUST_000195,Australia,Manufacturing,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2021-11
CUST_000196,Singapore,Healthcare,Professional,At Risk,Growth Potential,High Profit,High,Gold,2021-11
CUST_000197,UK,Energy,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2021-11
CUST_000198,UK,Retail,Premium,At Risk,VIP Elite,High Profit,Low,Platinum,2021-11
CUST_000199,Japan,Education,Professional,Lost,Growth Potential,Loss-Making,High,Silver,2021-11
CUST_000200,Australia,Manufacturing,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2021-11
CUST_000201,USA,Real Estate,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2021-11
CUST_000202,Germany,Technology,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2021-11
CUST_000203,UK,Media,Enterprise,At Risk,Growth Potential,Medium Profit,High,Platinum,2021-11
CUST_000204,UK,Manufacturing,Basic,Loyal Customers,VIP Elite,High Profit,Low,Gold,2021-11
CUST_000205,Brazil,Media,Basic,Loyal Customers,VIP Elite,High Profit,Low,Gold,2021-12
CUST_000206,UK,Media,Premium,Champions,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000207,India,Energy,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000208,France,Energy,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000209,USA,Media,Basic,Champions,VIP Elite,High Profit,Low,Gold,2021-12
CUST_000210,Canada,Energy,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000211,Australia,Consulting,Enterprise,At Risk,Growth Potential,High Profit,High,Platinum,2021-12
CUST_000212,USA,Healthcare,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000213,USA,Healthcare,Professional,At Risk,Growth Potential,High Profit,High,Gold,2021-12
CUST_000214,UK,Education,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000215,UK,Education,Basic,Champions,VIP Elite,High Profit,Low,Gold,2021-12
CUST_000216,USA,Retail,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000217,France,Media,Basic,Champions,VIP Elite,High Profit,Low,Gold,2021-12
CUST_000218,USA,Technology,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000219,USA,Education,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000220,Canada,Energy,Basic,At Risk,VIP Elite,High Profit,Low,Gold,2021-12
CUST_000221,USA,Consulting,Premium,At Risk,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000222,UK,Finance,Basic,At Risk,VIP Elite,High Profit,Low,Gold,2021-12
CUST_000223,Australia,Consulting,Premium,At Risk,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000224,Singapore,Media,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2021-12
CUST_000225,UK,Manufacturing,Basic,At Risk,Growth Potential,High Profit,High,Silver,2021-12
CUST_000226,Australia,Energy,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000227,UK,Energy,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000228,USA,Consulting,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000229,USA,Technology,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000230,USA,Healthcare,Basic,Champions,VIP Elite,High Profit,Low,Gold,2022-01
CUST_000231,USA,Consulting,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000232,Canada,Technology,Professional,At Risk,Growth Potential,High Profit,High,Platinum,2022-01
CUST_000233,India,Manufacturing,Basic,Champions,VIP Elite,High Profit,Low,Gold,2022-01
CUST_000234,USA,Consulting,Enterprise,At Risk,Growth Potential,Medium Profit,High,Platinum,2022-01
CUST_000235,USA,Technology,Premium,Champions,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000236,USA,Finance,Premium,At Risk,VIP Elite,High Profit,High,Platinum,2022-01
CUST_000237,USA,Consulting,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000238,Germany,Media,Premium,At Risk,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000239,USA,Retail,Professional,At Risk,VIP Elite,High Profit,Low,Gold,2022-01
CUST_000240,India,Healthcare,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000241,France,Real Estate,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000242,Germany,Finance,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000243,France,Retail,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000244,USA,Consulting,Basic,At Risk,VIP Elite,High Profit,Low,Gold,2022-01
CUST_000245,India,Technology,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000246,Germany,Energy,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2022-01
CUST_000247,USA,Education,Basic,At Risk,VIP Elite,High Profit,Low,Gold,2022-01
CUST_000248,Germany,Real Estate,Basic,Loyal Customers,VIP Elite,High Profit,Low,Gold,2022-01
CUST_000249,France,Education,Basic,At Risk,VIP Elite,High Profit,High,Gold,2022-01
CUST_000250,Singapore,Real Estate,Premium,At Risk,Growth Potential,High Profit,High,Platinum,2022-01
CUST_000251,Canada,Education,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2022-02
CUST_000252,UK,Manufacturing,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2022-02
CUST_000253,Canada,Retail,Basic,At Risk,Growth Potential,High Profit,High,Gold,2022-02
CUST_000254,Brazil,Manufacturing,Enterprise,At Risk,Growth Potential,High Profit,High,Platinum,2022-02
CUST_000255,India,Retail,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2022-02
CUST_000256,France,Manufacturing,Professional,At Risk,VIP Elite,High Profit,High,Platinum,2022-02
CUST_000257,India,Retail,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2022-02
CUST_000258,USA,Real Estate,Basic,At Risk,VIP Elite,High Profit,Low,Gold,2022-02
CUST_000259,UK,Education,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2022-02
CUST_000260,Singapore,Manufacturing,Basic,Hibernating,Growth Potential,Loss-Making,High,Bronze,2022-02
CUST_000261,France,Consulting,Basic,At Risk,VIP Elite,High Profit,Low,Gold,2022-02
CUST_000262,India,Media,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2022-02
CUST_000263,Japan,Media,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2022-02
CUST_000264,UK,Finance,Basic,Lost,Growth Potential,Medium Profit,High,Silver,2022-02
CUST_000265,USA,Manufacturing,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2022-02
CUST_000266,Australia,Healthcare,Premium,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2022-02
CUST_000267,Singapore,Real Estate,Professional,At Risk,Growth Potential,High Profit,High,Gold,2022-03
CUST_000268,Australia,Real Estate,Premium,At Risk,VIP Elite,High Profit,Low,Platinum,2022-03
CUST_000269,Japan,Energy,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2022-03
CUST_000270,Germany,Energy,Basic,At Risk,Growth Potential,High Profit,High,Gold,2022-03
CUST_000271,India,Finance,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2022-03
CUST_000272,USA,Consulting,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2022-03
CUST_000273,France,Technology,Basic,Champions,VIP Elite,High Profit,Low,Gold,2022-03
CUST_000274,USA,Energy,Professional,At Risk,Growth Potential,Low Profit,High,Silver,2022-03
CUST_000275,Germany,Retail,Enterprise,At Risk,Growth Potential,Medium Profit,High,Gold,2022-03
CUST_000276,Germany,Media,Enterprise,At Risk,Growth Potential,Medium Profit,High,Platinum,2022-03
CUST_000277,Germany,Real Estate,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2022-03
CUST_000278,Japan,Finance,Professional,Hibernating,Growth Potential,Loss-Making,High,Bronze,2022-03
CUST_000279,USA,Energy,Basic,Champions,VIP Elite,High Profit,Low,Gold,2022-03
CUST_000280,Australia,Finance,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2022-03
CUST_000281,Canada,Real Estate,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2022-03
CUST_000282,USA,Retail,Basic,Champions,VIP Elite,High Profit,Low,Gold,2022-03
CUST_000283,UK,Manufacturing,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2022-03
